,,Dates (Ma),,,,,,Composition,,,,,Isotopic Ratios,,,,,,,,,
,,206Pb/,,,,207Pb/,,,,,,,,,,,,,,,,
,,238U,+/-2sigma,207Pb/,+/-2sigma,206Pb,+/-2sigma,Pb*,Pbc,Pb*/,Th/,Th/U,206Pb/,208Pb/,206Pb/,,207Pb/,,207Pb/,,Corr.,
Sample ID,Included?,<Th> a,abs ,235U b,abs ,<Th> a,abs ,(pg) c,(pg) d,Pbc e,U f,(magma) g,204Pb h,206Pb i,238U i,+/-2sigma % ,235U i,+/-2sigma % ,206Pb i,+/-2sigma % ,coef. ,
,Included?,,,,,,,,,,,,,,,,,,,,,
z3      ,,65.5305273,0.7727236,59.4610626,18.72224299,-178.65187,793.1988033,0.357384274,0.434237919,0.82301489,0.62225645,1.88515178,67.5879729,0.19886177,0.01020593,1.19030273,0.06030884,32.41748731,0.04287664,31.78391496,0.545422257,
z4      ,,1546.23273,0.97361831,1558.20228,1.38336725,1574.46411,2.82178822,14.78200305,0.169308895,87.307894,0.34517974,1.04598525,5405.14876,0.10167516,0.27105903,0.07079655,3.63944855,0.17367542,0.0974236,0.14719181,0.506790721,
z5      ,,66.3074037,0.93290195,64.8060558,22.84197703,9.70983424,857.4666928,0.264394298,0.388489776,0.68056952,0.641152,1.94241952,58.7975873,0.20488933,0.01032769,1.42023974,0.06590504,36.38343075,0.04630289,35.63111563,0.543740974,
z6      ,,65.1602956,4.59704755,33.0429533,117.1776559,-1965.5896,13256.71974,0.845358603,6.129217202,0.13792277,0.83070696,2.51690649,26.4875017,0.26548565,0.01014792,7.116670488,0.03307765,360.4236399,0.02365104,356.6247972,0.540854301,
z7      ,,67.518771,0.33806987,71.1143951,6.92887685,193.766069,229.4181056,0.345449995,0.146674778,2.35521062,0.58824753,1.78210593,159.255499,0.18796715,0.01051756,0.50424622,0.07254788,10.08846073,0.05004978,9.865325099,0.462507806,
z8      ,x,65.8882385,0.31477419,65.1725906,6.60146503,38.9734737,244.109224,0.377270978,0.147738891,2.55363348,0.70169176,2.12588648,167.102915,0.22424223,0.01026199,0.48137385,0.06628988,10.45775444,0.04687141,10.19993549,0.551898953,
z9      ,,2504.69855,1.41950201,2504.92482,0.97091079,2505.10824,1.22904095,38.27340556,0.258340835,148.150816,1.57341241,4.76793428,6839.05638,0.43900505,0.47481665,0.06839613,10.7867404,0.10448475,0.16483779,0.06549128,0.717759575,
z10     ,,737.642597,1.87056819,731.879357,7.60454245,714.272695,29.72275379,17.75081489,1.476413269,12.022931,0.08097038,0.24535469,836.564909,0.02493536,0.12121924,0.26780206,1.0560597,1.45811047,0.06321344,1.39827091,0.309352853,
z12     ,,2413.36977,3.0094482,2441.53149,1.91554457,2465.0773,2.33051035,13.05720933,0.162423005,80.3901476,0.87350388,2.64697445,4244.22923,0.24499973,0.45406952,0.14949752,10.0733608,0.20738026,0.16096984,0.13411494,0.74706078,
z13     ,,951.354923,0.60586233,951.549006,2.12084385,951.997897,6.54111653,11.0420036,0.195446362,56.4963374,0.83241826,2.52245605,3171.99117,0.25337905,0.15901343,0.06849209,1.55265256,0.34339677,0.07084887,0.31807774,0.433499793,
,,,,,,,,,,,,,,,,,,,,,,
"RBFS (N 22.91530006¡, E 80.91351623¡, 654m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,x,65.4299421,0.471916213,60.748118,11.59376362,-120.1085541,475.6766961,1.129805978,0.826505105,1.366967936,0.770225661,2.333592846,96.907459,0.246151765,0.010190171,0.727326634,0.061653697,19.66157404,0.043900566,19.28047355,0.537355759,
z2      ,,66.42257877,1.224816223,61.95498972,28.85656225,-107.449783,1156.833291,1.85377098,2.979810915,0.622110272,1.066197563,3.230768158,51.76925847,0.340716042,0.010345736,1.858759689,0.062916316,48.01207447,0.04412598,47.0070964,0.554364067,
z3      ,,1116.026444,0.556223723,1290.465988,0.602389493,1593.803434,1.237289275,82.90565162,0.135037361,613.9460283,0.559807076,1.696360713,35841.88702,0.168867675,0.189001727,0.05425396,2.564113761,0.082463497,0.098438276,0.057789465,0.598666984,
z5      ,,2010.266008,0.990031777,2036.722805,0.811554145,2063.628858,1.172785411,69.07225734,0.116721726,591.7686434,0.237445323,0.719523413,36637.84652,0.068143368,0.365928227,0.057289052,6.432531056,0.092351176,0.127549412,0.058061694,0.698616311,
z6      ,x,66.0968622,0.28401893,64.19485844,6.869287582,-6.153781985,261.0643207,2.225861019,0.882907924,2.521056793,1.104573055,3.347112117,151.7102814,0.352987398,0.010294687,0.432814138,0.065263628,11.04250681,0.045999227,10.81647767,0.536374712,
z7      ,x,65.89373662,0.123122586,65.61253923,1.657857832,55.36919631,60.46214046,1.667507975,0.137089242,12.16366762,0.919900759,2.787270581,688.8112168,0.293975996,0.010262854,0.187151023,0.066751991,2.609255541,0.047194193,2.534032705,0.430933404,
z8      ,x,66.06177816,0.442129314,62.24957714,10.63133841,-82.00808155,422.3868668,1.380495652,0.88609545,1.557953663,0.893384975,2.706895765,105.1443721,0.285498901,0.010289189,0.674646387,0.063224738,17.60743377,0.044585984,17.24759892,0.547031904,
z9      ,x,66.04300121,0.215353644,67.59169576,4.808323241,122.7560722,169.2910221,0.604558168,0.177256933,3.41063201,0.766122834,2.321161795,213.5065728,0.24483007,0.010286247,0.328087417,0.068833302,7.353178663,0.04855502,7.185519628,0.527285724,
z11     ,x,65.65572289,0.233641342,63.59640881,5.325453916,-13.23693032,204.2986681,0.672017746,0.212256397,3.16606592,0.926110666,2.806093476,192.9459074,0.295965444,0.010225553,0.358257853,0.064635964,8.638803992,0.045864842,8.452899885,0.533894261,
z12     ,,66.02588194,0.630880105,66.12965789,14.58779224,69.88617984,530.1921582,0.334943816,0.270721618,1.237225966,1.245907643,3.775638461,81.79175254,0.398155549,0.010283563,0.962690674,0.067295409,22.78551569,0.047482581,22.28503529,0.535268332,
z13     ,,66.09706545,0.567915484,64.82019527,12.35763479,17.92893029,462.3069445,0.339460055,0.251262253,1.351018912,0.843964393,2.557095831,94.44673551,0.269704905,0.01029472,0.866139549,0.065919886,19.67947737,0.046461625,19.24143959,0.522082758,
,,,,,,,,,,,,,,,,,,,,,,
"RBFT (N 22.9142698¡, E 80.91491143¡, 655m elevation)",,,,,,,,,,,,,,,,,,,,,,
z1      ,x,65.70040834,0.320030864,63.58420484,7.78958291,-15.36831965,299.3493542,1.73727603,0.783958532,2.216030517,1.113383691,3.373823889,135.3796467,0.35581286,0.010232556,0.490703825,0.064623168,12.63839599,0.045824382,12.38099822,0.538535347,
z4      ,x,66.1568876,0.100192994,65.61531619,2.12900011,45.90920539,78.37761069,1.786976714,0.235966374,7.573014259,0.65102948,1.972352122,464.7188074,0.208047999,0.010304096,0.150277763,0.066754908,3.350635765,0.047007352,3.278985618,0.4930723,
z5      ,,1627.381308,0.672287392,1628.336426,0.641875209,1629.57063,1.320670871,64.38720989,0.153280457,420.0614426,0.720746776,2.184066459,23693.29304,0.21134229,0.287160617,0.046737903,3.97122918,0.079133345,0.100344265,0.063245798,0.459537928,
z6      ,,1729.575242,5.195496995,1718.599412,6.526549338,1705.254003,12.46630343,2.219595728,0.135630172,16.36505876,0.47551775,1.440948808,992.1793792,0.138639685,0.30772854,0.342502043,4.433386643,0.787750553,0.104534661,0.676385661,0.517619291,
z7      ,,2485.54527,1.746594191,2486.941024,1.065778187,2488.081345,1.245485036,22.86107702,0.142413178,160.5264156,1.103702096,3.344550253,8078.330906,0.308287705,0.470441216,0.084686969,10.5798193,0.114884238,0.163179413,0.066439506,0.766188678,
z8      ,,1664.497281,0.979043834,2638.798885,0.778061447,3503.116968,0.725963887,42.49296132,0.102112549,416.1384851,0.296064056,0.897152201,22105.32167,0.086634037,0.294593034,0.066708888,12.44787475,0.082783242,0.306595106,0.03398943,0.823974668,
z9      ,,1571.758684,3.722164067,1572.640047,5.720683643,1573.822932,12.2930954,3.346091244,0.172747522,19.36983639,0.628190315,1.903590826,1135.588768,0.184774896,0.276102084,0.266867561,3.70588828,0.715430269,0.097390169,0.655762962,0.398026289,
z11     ,,2520.760882,3.07430067,2522.723453,1.757237944,2524.302698,1.876672258,15.39118334,0.186148987,82.68206888,0.56918133,1.724782926,4631.104916,0.158663494,0.478496017,0.147356603,10.99517148,0.188801359,0.166730926,0.106965916,0.806418702,
z12     ,,1307.639333,1.925362105,1417.58432,2.367656651,1586.865749,4.700296597,14.36993064,0.286814589,50.10181204,0.293925925,0.890669218,3144.633652,0.087732088,0.224874389,0.162663946,3.039447467,0.309896117,0.098072473,0.249354287,0.587895317,
z13     ,x,65.99018806,0.05702967,66.08747299,0.931412783,69.61120096,33.84759185,3.309423439,0.187061084,17.69167253,0.758827118,2.299049395,1032.396253,0.24249947,0.01027797,0.083799115,0.067251068,1.455726182,0.047477115,1.421945728,0.422925266,
,,,,,,,,,,,,,,,,,,,,,,
 a  Corrected for initial Th/U disequilibrium using radiogenic 208Pb and Th/U[magma] specified.,,,,,,,,,,,,,,,,,,,,,,
 b  Isotopic dates calculated using lambda238 = 1.55125E-10 (Jaffey et al. 1971) and lambda235 = 9.8485E-10 (Jaffey et al. 1971).,,,,,,,,,,,,,,,,,,,,,,
 c  Total mass of radiogenic Pb.,,,,,,,,,,,,,,,,,,,,,,
 d  Total mass of common Pb.,,,,,,,,,,,,,,,,,,,,,,
 e  Ratio of radiogenic Pb (including 208Pb) to common Pb.,,,,,,,,,,,,,,,,,,,,,,
 f  Th contents calculated from radiogenic 208Pb and 230Th-corrected 206Pb/238U date of the sample and  assuming concordance between U-Pb Th-Pb systems.,,,,,,,,,,,,,,,,,,,,,,
 g  Th/U ratio of magma from which mineral crystallized.,,,,,,,,,,,,,,,,,,,,,,
 h  Measured ratio corrected for fractionation and spike contribution only.,,,,,,,,,,,,,,,,,,,,,,
 i  Measured ratios corrected for fractionation and  tracer and blank.,,,,,,,,,,,,,,,,,,,,,,
