Sample ID,Ti,Y,Zr,Nb,In,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,Ti_uncert,Y_uncert,Zr_uncert,Nb_uncert,In_uncert,La_uncert,Ce_uncert,Pr_uncert,Nd_uncert,Sm_uncert,Eu_uncert,Gd_uncert,Tb_uncert,Dy_uncert,Ho_uncert,Er_uncert,Tm_uncert,Yb_uncert,Lu_uncert,Hf_uncert,Ta_uncert,Th_uncert
RBFQ_z32,-544.0562919,398.0754296,506341.2817,28.49867566,0,9.089503566,115.0600321,3.850381598,13.85640465,27.04888055,1.566647827,41.39941775,-4.474361829,53.89488177,36.86424606,157.0435794,168.4705728,448.1192135,278.3363253,-12763.66325,1017.851465,1273.830304,5.282941134,40.50253932,29.30245138,65.16835145,2.436391977,64.29531817,66.84032951,37.21393078,36.86202163,109.2351446,228.1035949,112.5000134,299.9999999,150,140.5166238,89.4196843,129.9038106,129.9038106,85.71428571,42.77640012,51.5197471,43.26668358
RBFR_z2,-2212.457961,361.3335029,506366.5318,-118.9568662,0,0.637303542,116.4743926,1.128643166,1.92918526,26.8627142,1.555865233,41.11448254,-4.443566632,52.73900001,35.50534929,149.9399218,167.3110589,439.2449497,273.3349462,-12540.87287,1010.846011,1263.784147,4.287461197,25.78116569,34.72431043,16.43373715,1.447682412,55.65913812,52.37125219,15.09723659,25.24298629,84.5406272,106.0660172,60.12452608,163.4587104,87.94536745,64.9520063,89.37295969,132.2876747,106.0661056,52.48914589,44.83894511,25.34971507,47.43424079
RBFR_z10,1929.290621,5491.4298,945001.1272,-5272.050838,0,188.082991,2426.829229,79.67335976,286.7212728,559.704314,32.41759103,830.3497917,-115.913038,958.0711299,674.5463542,2924.194114,3445.090981,8637.082305,5711.482869,-519402.9548,19408.45101,25781.66443,3.349815061,18.89207482,1.864493077,15.104851,1.868631794,45.18790225,41.75333453,23.68422402,37.02960967,79.71838002,228.1035949,37.5000075,114.2367101,94.8684057,29.9999568,59.4398143,105.0000655,41.4577973,104.0279394,3.658228802,13.54175464,24.84532067
RBFR_z11,9.630549212,1666.257158,486048.6204,3.615074154,0,-0.186415313,-0.112395901,0.149598371,3.01091721,6.49537859,1.377600974,41.2452772,14.62604811,164.5351635,58.90442162,262.9190323,46.43509368,395.1285275,70.88104061,8857.335679,-18.88467225,23.64702424,6.602114239,1.551449175,2.245715556,17.83692484,1.679225565,24.34879951,7.476043047,11.80042435,9.428835889,6.239221224,13.03088254,6.009290462,6.37265454,3.767545751,4.410982864,3.847130643,3.602879804,3.786083085,2.312013414,3.459540669,12.90319884,3.933758057
RBFR_z14,-369.59992,389.4121574,506375.7126,-43.62564689,0,9.021603242,116.4054778,3.821618514,13.75289466,26.84682025,1.554944669,41.09015621,-4.440937493,53.49227673,36.5631668,152.8881666,167.2120655,438.5214285,274.842603,-12523.60064,850.5293745,1265.999833,4.99407112,46.21080529,17.76398154,25.60237234,2.47869703,22.75675934,27.77917225,36.7267322,30.82994437,110.0969139,75,105.0000247,#DIV/0!,130.7669683,107.1428571,42.42640688,150,99.21567414,78.25768665,33.25362458,14.91768984,55.26333102
RBFS_z4,669.4373208,370.6054648,506710.3082,-40.37686083,0,9.175685038,118.3935906,-20.74445139,-62.95654847,27.30534256,1.581501886,41.79194334,-4.516785168,54.40588221,33.02695925,155.8285499,170.0679143,445.3769137,278.4869953,-12949.95177,1027.50215,1280.689348,6.004823523,23.0224615,8.706640312,26.86579401,1.748084132,91.83504033,100.252708,11.79650856,11.20035358,76.47945411,118.5854335,58.57687395,182.483302,163.4588652,50.19953965,73.48476744,79.51298039,85.571521,49.99995555,21.98238495,44.00812802,67.64214859
RBFS_z10,-2995.800947,419.2379253,507243.436,-88.93949874,0,9.459531912,122.0560584,-3.505366107,-11.23207212,27.92176379,1.502639124,42.47113458,-4.656510469,56.08891073,38.79778122,164.4754906,175.3289107,467.4344321,290.1483969,-13567.41099,941.0791092,1322.306371,4.372177684,24.71352277,18.71363267,23.28779783,1.406089659,8.598366554,18.95242018,21.28813078,15.72064971,42.25753674,106.5034047,96.18230912,300,299.9999999,150,75,150,130.7669683,94.8683298,26.10102541,32.02192621,35.35531941
RBFT_z2,-5.219965331,2633.619459,479302.3235,13.79505946,0,-0.239761666,15.64401437,0.020342814,1.081352402,3.834652485,0.290849645,36.03051938,14.31992545,199.1034327,83.68108681,434.9419678,90.37678558,894.4758807,180.3968113,12861.99985,-24.99934525,905.3036163,5.258814578,1.183957784,2.291537419,9.447382116,1.295740746,39.49125016,3.712484734,27.82711059,13.51042625,7.715047031,32.48726754,4.888546237,6.375443752,1.833850422,3.605836833,3.208755713,2.653439852,2.517708123,2.460046024,2.035421933,11.96920977,2.903889174
RBFT_z3,-7.089640694,1403.116984,484221.5495,1.893992742,0,-0.38488251,10.17450803,-0.001409829,2.274716843,3.97096045,1.129738454,25.65045615,9.616576865,111.2084152,45.73835105,234.0163895,44.62245648,465.2777165,89.75543846,10818.41373,-43.09951838,201.0758473,7.896409865,2.247354529,1.964093351,23.38156284,1.47972801,67.98398519,3.28665745,23.62207823,9.760794032,11.45651781,17.27540832,6.206881875,9.408943055,8.648288162,6.111460519,5.611729904,3.535433934,5.092683379,4.368621939,2.093125247,11.69005348,3.159453206
RBFT_z10,141.1730269,410.7521363,506178.5498,-107.3355845,0,8.886348603,114.6602912,3.764323639,13.54670705,26.4443245,1.531632463,40.47412,-4.374357598,52.69030414,36.4468995,154.5093943,164.705171,438.0376506,272.7081277,-12214.2369,806.3109719,1247.928635,5.114179693,70.83304804,27.7554674,17.17574996,1.570724245,13.84541544,24.65893266,29.86307765,42.54204456,185.4282959,300,106.0660172,#DIV/0!,150,299.9999999,212.1320343,#DIV/0!,106.0660172,118.5854123,21.65063269,15.84790565,67.60406298
